appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price
47890,The Sims™ 3,2011-01-27,1,The Sims Studio,Electronic Arts,windows,0,Single-player,Simulation,Simulation;Character Customization;Sandbox,0,11679,2493,4730,499,2000000-5000000,24.99
47920,Shift 2 Unleashed,2011-03-31,1,Slightly Mad Studios,Electronic Arts,windows,0,Single-player;Multi-player,Racing,Racing;Simulation;Driving,0,1071,629,0,0,200000-500000,19.99
48110,Silent Hunter 5®: Battle of the Atlantic,2010-03-01,1,Ubisoft Romania,Ubisoft,windows,0,Single-player;Multi-player;Co-op,Simulation,Simulation;World War II;Naval,0,516,752,1520,1520,100000-200000,25.99
48150,Voodoo Dice,2010-07-15,1,Exkee,Ubisoft,windows,0,Single-player,Casual,Casual;Puzzle,0,4,1,0,0,0-20000,8.59
48190,Assassin’s Creed® Brotherhood,2011-03-17,1,Ubisoft Montreal,Ubisoft,windows,18,Single-player;Multi-player;Partial Controller Support,Action;Adventure,Action;Adventure;Open World,0,6676,929,600,471,500000-1000000,12.49
48240,Anno 2070™,2011-11-17,1,Blue Byte;Related Designs,Ubisoft,windows,0,Single-player;Multi-player;Steam Trading Cards,Strategy,Strategy;City Builder;Simulation,0,5653,3686,879,846,500000-1000000,16.99
61700,Might & Magic: Clash of Heroes,2011-09-21,1,Capybara Games,Ubisoft,windows,0,Single-player;Multi-player;Co-op;Partial Controller Support;Steam Cloud;Valve Anti-Cheat enabled;Steam Leaderboards,RPG;Strategy,Strategy;Puzzle;RPG,14,1293,157,1595,1595,200000-500000,8.59
72850,The Elder Scrolls V: Skyrim,2011-11-10,1,Bethesda Game Studios,Bethesda Softworks,windows,16,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud,RPG,Open World;RPG;Fantasy,75,237303,14951,7089,3885,10000000-20000000,9.99
98300,Toy Soldiers,2012-04-27,1,Signal Studios,Microsoft Studios,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Casual;Simulation;Strategy,Tower Defense;Strategy;World War I,17,1032,108,148,148,200000-500000,4.99
102850,Warp,2012-03-21,1,Trapdoor Inc.,Electronic Arts,windows,18,Single-player;Partial Controller Support,Action;Adventure;Indie,Action;Adventure;Indie,0,199,74,0,0,20000-50000,7.99
105420,Ms. Splosion Man,2013-04-03,1,Twisted Pixel Games,Microsoft Studios,windows,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie;Platformer,12,167,49,0,0,50000-100000,6.99
105450,Age of Empires® III: Complete Collection,2012-01-05,1,Ensemble Studios,Microsoft Studios,windows,0,Single-player;Multi-player;Steam Trading Cards,Simulation;Strategy,Strategy;RTS;Base-Building,0,13759,1801,902,211,2000000-5000000,29.99
108800,Crysis 2 - Maximum Edition,2011-03-22,1,Crytek Studios,Electronic Arts,windows,0,Single-player;Partial Controller Support,Action,Action;FPS;Sci-fi,0,6724,1432,176,208,2000000-5000000,19.99
110800,L.A. Noire,2011-11-08,1,Team Bondi;Rockstar Leeds,Rockstar Games,windows,18,Single-player;Steam Achievements;Partial Controller Support,Adventure;Strategy,Detective;Crime;Open World,60,14096,2315,428,478,1000000-2000000,19.99
115320,Prototype 2,2012-07-26,1,Radical Entertainment,Activision,windows,18,Single-player;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure,Action;Open World;Gore,43,5411,2244,698,953,500000-1000000,19.99
200010,Quantum Conundrum,2012-06-21,1,Airtight Games,Square Enix,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Casual;Strategy,Puzzle;First-Person;Comedy,25,1224,225,162,220,200000-500000,6.99
201870,Assassin's Creed® Revelations,2011-11-30,1,Ubisoft Montreal,Ubisoft,windows,16,Single-player;Multi-player,Action;Adventure,Action;Open World;Parkour,0,5912,1055,1153,1306,500000-1000000,12.49
202370,Scary Girl,2012-04-09,1,TikGames,Square Enix,windows,0,Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Leaderboards,Action,Action;Platformer;Female Protagonist,12,36,24,31,31,0-20000,4.99
202970,Call of Duty®: Black Ops II,2012-11-12,1,Treyarch,Activision,windows,18,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Valve Anti-Cheat enabled;Steam Leaderboards,Action,Action;Multiplayer;FPS,35,25827,4658,524,400,2000000-5000000,39.99
204030,Fable - The Lost Chapters,2011-12-19,1,Lionhead Studios,Microsoft Studios,windows,0,Single-player,Action;Adventure;RPG,RPG;Adventure;Action,0,4384,364,494,555,500000-1000000,6.99
204100,Max Payne 3,2012-05-31,1,Rockstar Studios,Rockstar Games,windows,0,Single-player;Multi-player;Steam Achievements;Partial Controller Support,Action,Action;Third-Person Shooter;Bullet Time,67,21581,4374,464,531,1000000-2000000,14.99
205100,Dishonored,2012-10-11,1,Arkane Studios,Bethesda Softworks,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure,Stealth;First-Person;Action,80,41756,1269,749,565,2000000-5000000,7.99
205190,Rocksmith™,2012-10-18,1,Ubisoft - San Francisco,Ubisoft,windows,0,Single-player;Shared/Split Screen;In-App Purchases,Casual;Simulation,Music;Simulation;Education,60,869,80,1371,1371,200000-500000,25.99
205730,Insanely Twisted Shadow Planet,2012-04-17,1,Shadow Planet Productions,Microsoft Studios,windows;mac;linux,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Leaderboards,Action;Adventure;Indie,Metroidvania;Adventure;Indie,17,547,83,275,275,200000-500000,11.99
208200,Doom 3: BFG Edition,2012-10-18,1,id Software,Bethesda Softworks,windows,18,Single-player;Multi-player;Steam Achievements;Partial Controller Support;Steam Leaderboards,Action,FPS;Horror;Action,65,3957,772,644,985,500000-1000000,14.99
209160,Call of Duty®: Ghosts,2014-03-25,1,Infinity Ward,Activision,windows,16,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Cloud;Valve Anti-Cheat enabled;Steam Leaderboards,Action,Dog;FPS;Action,40,14892,10757,266,307,1000000-2000000,39.99
209650,Call of Duty®: Advanced Warfare - Gold Edition,2014-11-03,1,Sledgehammer Games;Raven Software,Activision,windows,18,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Cloud;Valve Anti-Cheat enabled;Steam Leaderboards,Action,Dog;FPS;Action,45,13389,8379,250,267,500000-1000000,39.99
210870,Cloudberry Kingdom™,2013-08-02,1,Pwnee Studios,Ubisoft,windows,7,Single-player;Shared/Split Screen,Indie,Indie;Platformer;Local Co-Op,16,174,17,33,33,20000-50000,8.59
211400,Deadlight,2012-10-25,1,"Tequila Works, S.L.",Microsoft Studios,windows,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Zombies;Platformer;Indie,31,8981,2298,307,415,500000-1000000,9.99
211600,Thief™ Gold,2012-05-22,1,Looking Glass Studios,Square Enix,windows,0,Single-player,Action;Simulation,Stealth;Classic;First-Person,0,1649,148,230,325,500000-1000000,4.99
211740,Thief™ II: The Metal Age,2012-05-22,1,Looking Glass Studios,Square Enix,windows,0,Single-player,Action;Simulation,Stealth;Classic;Steampunk,0,845,51,1584,1584,200000-500000,4.99
211780,Conflict Desert Storm™,2012-05-28,1,Pivotal Games,Square Enix,windows,0,Single-player,Action,Action;Tactical;Third-Person Shooter,0,376,93,0,0,50000-100000,4.99
212630,Tom Clancy's Ghost Recon: Future Soldier™,2012-06-27,1,Ubisoft Paris;Red Storm Entertainment,Ubisoft,windows,0,Single-player;Multi-player;Co-op,Action,Action;Stealth;Co-op,0,2178,1153,229,325,200000-500000,12.49
213670,South Park™: The Stick of Truth™,2014-03-06,1,Obsidian Entertainment,Ubisoft,windows,0,Single-player;Steam Achievements;Full controller support,Action;Adventure;RPG,RPG;Comedy;Adventure,50,35896,911,1045,628,2000000-5000000,25.99
214250,I Am Alive,2012-09-06,1,Ubisoft  Shanghaï,Ubisoft,windows,18,Single-player;Partial Controller Support,Action;Adventure,Survival;Post-apocalyptic;Action,0,1361,701,408,408,200000-500000,12.49
220160,Trials Evolution: Gold Edition,2013-03-21,1,Redlynx Ltd;Ubisoft  Shanghaï,Ubisoft,windows,0,Single-player;Multi-player;Partial Controller Support,Action;Racing,Racing;Action;Level Editor,0,1382,423,501,508,200000-500000,16.99
220240,Far Cry 3,2012-11-28,1,"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",Ubisoft,windows,0,Single-player;Multi-player;Co-op;Partial Controller Support,Action;Adventure,Open World;FPS;Action,0,46331,5622,836,794,2000000-5000000,16.99
220440,DmC: Devil May Cry,2013-01-24,1,Ninja Theory,Capcom,windows,16,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure,Action;Hack and Slash;Great Soundtrack,58,14820,956,533,558,1000000-2000000,23.99
221040,Resident Evil 6 / Biohazard 6,2013-03-21,1,Capcom,Capcom,windows,18,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Valve Anti-Cheat enabled;Steam Leaderboards,Action;Adventure,Action;Zombies;Co-op,70,14643,3904,1602,1245,1000000-2000000,19.99
221380,Age of Empires II HD,2013-04-09,1,Skybox Labs;Hidden Path Entertainment;Ensemble Studios;Forgotten Empires,Microsoft Studios,windows,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Captions available;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Strategy,Strategy;RTS;Multiplayer,294,54090,3178,1569,619,5000000-10000000,14.99
221680,Rocksmith® 2014 Edition - Remastered,2016-10-04,1,Ubisoft - San Francisco,Ubisoft,windows;mac,0,Single-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support;Steam Cloud;Steam Leaderboards,Casual;Simulation,Music;Education;Simulation,47,8228,789,6704,7089,500000-1000000,25.99
222480,Resident Evil Revelations / Biohazard Revelations,2013-05-23,1,Capcom,Capcom,windows,16,Single-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Valve Anti-Cheat enabled,Action;Adventure,Action;Horror;Zombies,50,4962,975,683,764,500000-1000000,23.99
224040,LocoCycle,2014-02-14,1,Twisted Pixel Games,Microsoft Studios,windows,0,Single-player;Steam Achievements;Full controller support;Captions available;Steam Cloud;Steam Leaderboards,Action;Adventure;Casual;Racing,Action;Racing;Comedy,20,197,53,0,0,20000-50000,6.99
224300,Legacy of Kain: Defiance,2012-12-06,1,Crystal Dynamics,Square Enix,windows,16,Single-player,Action;Adventure,Action;Adventure;Story Rich,0,429,61,522,81,200000-500000,4.99
224920,Legacy of Kain: Soul Reaver,2012-12-06,1,Crystal Dynamics,Square Enix,windows,16,Single-player,Action;Adventure,Adventure;Action;Vampire,0,798,302,77,128,200000-500000,4.99
224940,Legacy of Kain: Soul Reaver 2,2012-12-06,1,Crystal Dynamics,Square Enix,windows,16,Single-player,Action;Adventure,Adventure;Action;Story Rich,0,288,107,50,93,200000-500000,4.99
224960,Tomb Raider I,2012-11-28,1,Core Design,Square Enix,windows,12,Single-player,Action;Adventure,Adventure;Action;Classic,0,1700,374,25,29,500000-1000000,4.99
224980,Tomb Raider IV: The Last Revelation,2012-11-28,1,Core Design,Square Enix,windows,12,Single-player,Action;Adventure,Adventure;Action;Female Protagonist,0,422,64,20,20,500000-1000000,4.99
225000,Tomb Raider V: Chronicles,2012-11-28,1,Core Design,Square Enix,windows,12,Single-player,Action;Adventure,Adventure;Action;Female Protagonist,0,232,77,10,10,500000-1000000,4.99
225020,Tomb Raider VI: The Angel of Darkness,2012-11-28,1,Core Design,Square Enix,windows,12,Single-player,Action,Action;Adventure;Lara Croft,0,349,262,1995,1995,500000-1000000,4.99
225300,Tomb Raider II,2012-11-28,1,Core Design,Square Enix,windows,12,Single-player,Action;Adventure,Adventure;Action;Female Protagonist,0,805,115,3,3,500000-1000000,4.99
225320,Tomb Raider III,2012-11-28,1,Core Design,Square Enix,windows,12,Single-player,Action;Adventure,Adventure;Action;Female Protagonist,0,468,97,34,34,500000-1000000,4.99
225540,Just Cause™ 3,2015-11-30,1,Avalanche Studios,Square Enix,windows,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure,Open World;Action;Destruction,66,37747,14024,2086,438,2000000-5000000,11.99
226720,LOST PLANET® 3,2013-08-26,1,Spark Unlimited,Capcom,windows,0,Single-player;Multi-player;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,Action,Action;Third-Person Shooter;Sci-fi,50,1597,1002,155,155,200000-500000,19.99
228300,Remember Me,2013-06-06,1,DONTNOD Entertainment,Capcom,windows,16,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure,Cyberpunk;Action;Female Protagonist,50,9080,1815,276,238,500000-1000000,22.99
228760,TrackMania² Canyon,2013-02-27,1,Nadeo,Ubisoft,windows,0,Single-player;Multi-player;VR Support;Steam Workshop;Partial Controller Support;Includes level editor,Racing;Sports,Racing;Multiplayer;Level Editor,0,1065,259,3793,5675,100000-200000,16.99
229480,Dungeons & Dragons: Chronicles of Mystara,2013-06-18,1,Iron Galaxy Studios,Capcom,windows,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Leaderboards,Action;Adventure;RPG,Beat 'em up;Action;Arcade,24,785,180,0,0,100000-200000,11.99
229870,ShootMania Storm,2013-04-10,1,Nadeo,Ubisoft,windows,0,Multi-player;Steam Workshop;Partial Controller Support;Includes level editor,Action,Action;FPS;Multiplayer,0,648,101,507,507,50000-100000,16.99
232910,TrackMania² Stadium,2013-06-20,1,Nadeo,Ubisoft,windows,0,Single-player;Multi-player;VR Support;Steam Workshop;Partial Controller Support;Includes level editor,Racing;Sports,Racing;Multiplayer;Level Editor,0,2915,571,6516,9562,500000-1000000,8.59
233270,Far Cry 3 - Blood Dragon,2013-05-01,1,Ubisoft Montreal,Ubisoft,windows,0,Single-player;Steam Trading Cards;Partial Controller Support,Action;Adventure,FPS;1980s;Comedy,0,9282,1257,249,201,1000000-2000000,12.49
233290,Murdered: Soul Suspect,2014-06-05,1,Airtight Games,Square Enix,windows,16,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;RPG,Detective;Adventure;Horror,48,8658,1647,282,343,500000-1000000,19.99
235210,STRIDER™ / ストライダー飛竜®,2014-02-19,1,Double Helix Games;Capcom,Capcom,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure,Platformer;Metroidvania;Action,30,2127,401,324,418,500000-1000000,11.99
235600,Tom Clancy’s Splinter Cell Blacklist,2013-08-23,1,Ubisoft Toronto,Ubisoft,windows,0,Single-player;Multi-player;Co-op,Action;Adventure,Stealth;Action;Co-op,0,10016,1982,669,820,500000-1000000,16.99
236090,Dust: An Elysian Tail,2013-05-24,1,Humble Hearts LLC,Microsoft Studios,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie;RPG,Action;Platformer;Indie,30,15064,625,370,247,1000000-2000000,11.99
237630,DuckTales: Remastered,2013-08-13,1,WayForward,Capcom,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Casual,Platformer;Remake;Adventure,20,3198,523,240,313,200000-500000,11.99
238750,Might & Magic X - Legacy,2014-01-23,1,Ubisoft,Ubisoft,windows;mac,0,Single-player,RPG,RPG;Turn-Based;Fantasy,0,1571,780,274,274,100000-200000,20.99
239120,FINAL FANTASY III,2014-05-27,1,Square Enix,Square Enix,windows,12,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,RPG,JRPG;RPG;Turn-Based,18,1029,250,138,138,200000-500000,10.99
241560,The Crew™,2014-12-19,1,Ivory Tower in collaboration with Ubisoft Reflections,Ubisoft,windows,0,Single-player;Multi-player;MMO;In-App Purchases;Partial Controller Support,Action;Massively Multiplayer;Racing,Racing;Open World;Multiplayer,0,9479,4636,657,725,200000-500000,25.99
242050,Assassin’s Creed® IV Black Flag™,2013-11-19,1,Ubisoft Montreal,Ubisoft,windows,0,Single-player;Multi-player;In-App Purchases,Action;Adventure,Pirates;Open World;Action,0,23904,3362,3234,1761,1000000-2000000,16.99
243000,Omikron: The Nomad Soul,2013-09-26,1,Quantic Dream,Square Enix,windows,16,Single-player,RPG,RPG;Cyberpunk;Great Soundtrack,0,234,97,0,0,100000-200000,6.99
243360,TrackMania² Valley,2013-07-04,1,Nadeo,Ubisoft,windows,0,Single-player;Multi-player;VR Support;Steam Workshop;Partial Controller Support;Includes level editor,Racing;Sports,Racing;Sports;Multiplayer,0,282,80,466,782,100000-200000,16.99
243470,Watch_Dogs™,2014-05-26,1,Ubisoft,Ubisoft,windows,0,Single-player;Multi-player;Steam Trading Cards;Partial Controller Support,Action;Adventure,Open World;Hacking;Action,0,15159,7383,1176,1343,500000-1000000,25.99
245490,Trials Fusion™,2014-04-24,1,"RedLynx, in collaboration with  Ubisoft Shanghai, Ubisoft Kiev",Ubisoft,windows,0,Single-player;Multi-player;In-App Purchases;Partial Controller Support,Racing,Racing;Multiplayer;Singleplayer,0,1141,615,418,480,200000-500000,16.99
254700,resident evil 4 / biohazard 4,2014-02-27,1,Capcom,Capcom,windows,16,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Steam Leaderboards,Action;Adventure,Inventory Management;Survival Horror;Action,12,11260,2172,1073,938,500000-1000000,14.99
255390,Max: The Curse of Brotherhood,2014-05-21,1,Press Play,Microsoft Studios,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Adventure,Adventure;Platformer;Puzzle,27,968,53,0,0,50000-100000,10.99
256290,Child of Light,2014-04-29,1,Ubisoft Montréal,Ubisoft,windows,0,Single-player;Shared/Split Screen;Partial Controller Support,RPG,RPG;Fantasy;Great Soundtrack,0,9980,747,605,818,500000-1000000,12.49
258180,Deus Ex: The Fall,2014-03-17,1,Square Enix,Square Enix,windows,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;RPG,Cyberpunk;RPG;Action,28,990,2101,81,81,500000-1000000,7.99
259080,Just Cause 2: Multiplayer Mod,2013-12-16,1,Avalanche Studios,Square Enix,windows,0,Single-player;Multi-player;Steam Achievements;Partial Controller Support,Action;Adventure,Open World;Multiplayer;Action,20,12261,1099,431,223,1000000-2000000,0.0
260210,Assassin’s Creed® Liberation HD,2014-01-15,1,Ubisoft Sofia,Ubisoft,windows,0,Single-player,Action;Adventure,Action;Open World;Female Protagonist,0,952,698,934,934,100000-200000,16.99
260230,Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™,2014-06-25,1,Ubisoft Montpellier,Ubisoft,windows,0,Single-player,Adventure,Atmospheric;Historical;World War I,0,15650,709,509,569,200000-500000,12.49
265550,Dead Rising 3 Apocalypse Edition,2014-09-05,1,Capcom Game Studio Vancouver,Capcom,windows,18,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Steam Leaderboards,Action,Zombies;Action;Open World,88,7251,3060,596,522,500000-1000000,24.99
266840,Age of Mythology: Extended Edition,2014-05-08,1,SkyBox Labs;Ensemble Studios,Microsoft Studios,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Simulation;Strategy,Strategy;RTS;Mythology,70,9336,1577,668,859,1000000-2000000,22.99
268050,The Evil Within,2014-10-13,1,Tango Gameworks,Bethesda Softworks,windows,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,Action,Horror;Survival Horror;Psychological Horror,71,10581,2363,635,898,500000-1000000,14.99
271590,Grand Theft Auto V,2015-04-13,1,Rockstar North,Rockstar Games,windows,18,Single-player;Multi-player;Steam Achievements;Full controller support,Action;Adventure,Open World;Action;Multiplayer,77,329061,139308,9837,4834,10000000-20000000,24.99
277430,Halo: Spartan Assault,2014-04-04,1,Vanguard Games;343 Industries,Microsoft Studios,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action,Action;Top-Down Shooter;Sci-fi,25,2797,691,251,491,200000-500000,1.99
277590,Assassin's Creed Freedom Cry,2014-02-25,1,Ubisoft Montreal,Ubisoft,windows,18,Single-player,Action;Adventure,Action;Adventure;Assassin,0,853,293,0,0,100000-200000,12.49
282440,Quake Live™,2014-09-17,1,id Software,Bethesda Softworks,windows,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Stats,Action,FPS;Multiplayer;Arena Shooter,58,10227,1956,1265,1263,2000000-5000000,6.99
287450,Rise of Nations: Extended Edition,2014-06-12,1,SkyBox Labs;Big Huge Games,Microsoft Studios,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Simulation;Strategy,Strategy;RTS;Classic,38,5125,473,2379,2379,500000-1000000,14.99
288470,Fable Anniversary,2014-09-12,1,Lionhead Studios,Microsoft Studios,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud,RPG,RPG;Classic;Adventure,50,4036,1119,708,1052,500000-1000000,26.99
289650,Assassin's Creed® Unity,2014-12-19,1,Ubisoft,Ubisoft,windows,0,Single-player;Multi-player;Co-op;In-App Purchases;Partial Controller Support,Action;Adventure,Open World;Parkour;Assassin,0,12350,7354,1686,1790,500000-1000000,25.99
289690,LARA CROFT AND THE TEMPLE OF OSIRIS™,2014-12-08,1,Crystal Dynamics,Square Enix,windows,12,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Leaderboards,Action;Adventure,Adventure;Co-op;Action,40,696,538,38,70,200000-500000,14.99
291550,Brawlhalla,2017-10-17,1,Blue Mammoth Games,Ubisoft,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards,Action;Free to Play;Indie,Free to Play;Multiplayer;Fighting,39,73268,14489,724,146,10000000-20000000,0.0
292120,FINAL FANTASY® XIII,2014-10-09,1,Square Enix,Square Enix,windows,16,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,RPG,JRPG;Linear;RPG,35,7016,2769,1497,1797,500000-1000000,10.99
292140,FINAL FANTASY® XIII-2,2014-12-11,1,Square Enix,Square Enix,windows,16,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,RPG,JRPG;RPG;Fantasy,31,1843,1199,713,1409,200000-500000,12.99
292730,Call of Duty®: Infinite Warfare,2016-11-03,1,Infinity Ward,Activision,windows,18,Single-player;Online Multi-Player;Online Co-op;Steam Achievements;Full controller support;Valve Anti-Cheat enabled,Action;Adventure,Action;FPS;Multiplayer,88,7821,10570,3609,3890,500000-1000000,39.99
298110,Far Cry® 4,2014-12-01,1,"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev",Ubisoft,windows,0,Single-player;Multi-player;Co-op;Partial Controller Support,Action;Adventure,Open World;Action;FPS,0,17082,4740,1062,977,1000000-2000000,25.99
304390,FOR HONOR™,2017-02-13,1,Ubisoft Montreal;Ubisoft Quebec;Ubisoft Toronto;Blue Byte,Ubisoft,windows,0,Single-player;Online Multi-Player;Online Co-op;Steam Trading Cards;In-App Purchases;Partial Controller Support,Action,Medieval;Action;Swordplay,0,34790,25920,951,696,2000000-5000000,12.49
306130,The Elder Scrolls® Online,2017-05-22,1,Zenimax Online Studios,Bethesda Softworks,windows;mac,18,MMO;Steam Trading Cards;Partial Controller Support,Massively Multiplayer;RPG,RPG;Open World;MMORPG,0,33719,11672,10659,3143,1000000-2000000,14.99
308060,Black The Fall,2017-07-11,1,Sand Sailor Studio,Square Enix,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Indie;Adventure;Action,14,623,190,121,147,100000-200000,10.99
310950,Street Fighter V,2016-02-15,1,Capcom,Capcom,windows,0,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards,Action,Fighting;Multiplayer;Competitive,45,8300,8498,793,1203,500000-1000000,15.99
311560,Assassin’s Creed® Rogue,2015-03-09,1,Ubisoft Sofia;Ubisoft Kiev,Ubisoft,windows,0,Single-player;Partial Controller Support,Action;Adventure,Open World;Assassin;Action,0,4303,992,1240,1383,200000-500000,16.99
312750,FINAL FANTASY IV,2014-09-17,1,Square Enix;DotEmu SAS.,Square Enix,windows,12,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,RPG,RPG;JRPG;Fantasy,58,877,183,1818,1818,100000-200000,10.99
317060,Attractio,2016-01-18,1,GameCoder Studios,Bandai Namco Entertainment,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Cloud;Stats,Action,Action;FPS;Puzzle-Platformer,18,52,64,0,0,20000-50000,14.99
321960,Might & Magic® Heroes® VII,2015-09-29,1,Limbic Entertainment,Ubisoft,windows,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards,RPG;Strategy,Strategy;Turn-Based Strategy;RPG,33,1438,1665,0,0,100000-200000,33.99
323320,Grow Home,2015-02-04,1,"Reflections, a Ubisoft Studio",Ubisoft,windows;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie,Open World;Adventure;Singleplayer,26,3855,382,142,162,200000-500000,6.69
324140,Kalimba,2015-04-22,1,Press Play,Microsoft Studios,windows,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action;Casual,Casual;Action;Local Co-Op,41,205,14,0,0,0-20000,6.99
324510,Boundless,2018-09-11,1,Wonderstruck,Square Enix,windows;mac,0,Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support,Action;Adventure;Indie;Massively Multiplayer;RPG,Sandbox;Massively Multiplayer;Open World,59,1153,486,55204,55204,20000-50000,32.99
324570,Halo: Spartan Strike,2015-04-16,1,343 Industries;Vanguard Games,Microsoft Studios,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action,Action;Sci-fi;Top-Down Shooter,20,528,106,6,6,100000-200000,1.99
329430,State of Decay: YOSE,2015-04-27,1,Undead Labs,Microsoft Studios,windows,18,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;RPG;Simulation,Zombies;Survival;Open World,72,3894,1224,676,944,200000-500000,22.99
336520,Might & Magic Heroes Online,2015-11-24,1,Blue Byte,Ubisoft,windows;mac;linux,0,Single-player;Multi-player;MMO;Co-op;Steam Trading Cards,Free to Play;Massively Multiplayer;RPG;Strategy,Free to Play;Strategy;Massively Multiplayer,0,276,417,228,294,200000-500000,0.0
339230,ZOMBI,2015-08-18,1,Straight Right,Ubisoft,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure,Zombies;Survival;Action,20,1066,576,145,145,100000-200000,16.99
